name,value,year,day
Start time:,11:30 ,2021,12
Avg. speed winner:,36.998 km/h,2021,12
Race category:,ME - Men Elite,2021,12
Distance:,212 km,2021,12
Date:,20 May 2021,2021,12
Start time:,11:30 ,2021,12
Avg. speed winner:,36.998 km/h,2021,12
Race category:,ME - Men Elite,2021,12
Distance:,212 km,2021,12
Points scale:,GT.B.Stage,2021,12
Date:,20 May 2021,2021,12
Start time:,11:30 ,2021,12
Avg. speed winner:,36.998 km/h,2021,12
Race category:,ME - Men Elite,2021,12
Distance:,212 km,2021,12
Points scale:,GT.B.Stage,2021,12
Parcours type:,p4,2021,12
Date:,20 May 2021,2021,12
Start time:,11:30 ,2021,12
Avg. speed winner:,36.998 km/h,2021,12
Race category:,ME - Men Elite,2021,12
Distance:,212 km,2021,12
Points scale:,GT.B.Stage,2021,12
Parcours type:,p4,2021,12
ProfileScore:,223,2021,12
Date:,20 May 2021,2021,12
Start time:,11:30 ,2021,12
Avg. speed winner:,36.998 km/h,2021,12
Race category:,ME - Men Elite,2021,12
Distance:,212 km,2021,12
Points scale:,GT.B.Stage,2021,12
Parcours type:,p4,2021,12
ProfileScore:,223,2021,12
Vert. meters:,4433,2021,12
Date:,20 May 2021,2021,12
Start time:,11:30 ,2021,12
Avg. speed winner:,36.998 km/h,2021,12
Race category:,ME - Men Elite,2021,12
Distance:,212 km,2021,12
Points scale:,GT.B.Stage,2021,12
Parcours type:,p4,2021,12
ProfileScore:,223,2021,12
Vert. meters:,4433,2021,12
Departure:,Siena,2021,12
Date:,20 May 2021,2021,12
Start time:,11:30 ,2021,12
Avg. speed winner:,36.998 km/h,2021,12
Race category:,ME - Men Elite,2021,12
Distance:,212 km,2021,12
Points scale:,GT.B.Stage,2021,12
Parcours type:,p4,2021,12
ProfileScore:,223,2021,12
Vert. meters:,4433,2021,12
Departure:,Siena,2021,12
Arrival:,Bagno di Romagna,2021,12
Date:,20 May 2021,2021,12
Start time:,11:30 ,2021,12
Avg. speed winner:,36.998 km/h,2021,12
Race category:,ME - Men Elite,2021,12
Distance:,212 km,2021,12
Points scale:,GT.B.Stage,2021,12
Parcours type:,p4,2021,12
ProfileScore:,223,2021,12
Vert. meters:,4433,2021,12
Departure:,Siena,2021,12
Arrival:,Bagno di Romagna,2021,12
Race ranking:,12,2021,12
Date:,20 May 2021,2021,12
Start time:,11:30 ,2021,12
Avg. speed winner:,36.998 km/h,2021,12
Race category:,ME - Men Elite,2021,12
Distance:,212 km,2021,12
Points scale:,GT.B.Stage,2021,12
Parcours type:,p4,2021,12
ProfileScore:,223,2021,12
Vert. meters:,4433,2021,12
Departure:,Siena,2021,12
Arrival:,Bagno di Romagna,2021,12
Race ranking:,12,2021,12
Startlist quality score:,885,2021,12
Date:,20 May 2021,2021,12
Start time:,11:30 ,2021,12
Avg. speed winner:,36.998 km/h,2021,12
Race category:,ME - Men Elite,2021,12
Distance:,212 km,2021,12
Points scale:,GT.B.Stage,2021,12
Parcours type:,p4,2021,12
ProfileScore:,223,2021,12
Vert. meters:,4433,2021,12
Departure:,Siena,2021,12
Arrival:,Bagno di Romagna,2021,12
Race ranking:,12,2021,12
Startlist quality score:,885,2021,12
Won how:,Sprint a deux,2021,12
Date:,21 May 2021,2021,13
Date:,21 May 2021,2021,13
Start time:,12:35 ,2021,13
Date:,21 May 2021,2021,13
Start time:,12:35 ,2021,13
Avg. speed winner:,42.08 km/h,2021,13
Date:,21 May 2021,2021,13
Start time:,12:35 ,2021,13
Avg. speed winner:,42.08 km/h,2021,13
Race category:,ME - Men Elite,2021,13
Date:,21 May 2021,2021,13
Start time:,12:35 ,2021,13
Avg. speed winner:,42.08 km/h,2021,13
Race category:,ME - Men Elite,2021,13
Distance:,198 km,2021,13
Date:,21 May 2021,2021,13
Start time:,12:35 ,2021,13
Avg. speed winner:,42.08 km/h,2021,13
Race category:,ME - Men Elite,2021,13
Distance:,198 km,2021,13
Points scale:,GT.B.Stage,2021,13
Date:,21 May 2021,2021,13
Start time:,12:35 ,2021,13
Avg. speed winner:,42.08 km/h,2021,13
Race category:,ME - Men Elite,2021,13
Distance:,198 km,2021,13
Points scale:,GT.B.Stage,2021,13
Parcours type:,p1,2021,13
Date:,21 May 2021,2021,13
Start time:,12:35 ,2021,13
Avg. speed winner:,42.08 km/h,2021,13
Race category:,ME - Men Elite,2021,13
Distance:,198 km,2021,13
Points scale:,GT.B.Stage,2021,13
Parcours type:,p1,2021,13
ProfileScore:,0,2021,13
Date:,21 May 2021,2021,13
Start time:,12:35 ,2021,13
Avg. speed winner:,42.08 km/h,2021,13
Race category:,ME - Men Elite,2021,13
Distance:,198 km,2021,13
Points scale:,GT.B.Stage,2021,13
Parcours type:,p1,2021,13
ProfileScore:,0,2021,13
Vert. meters:,199,2021,13
Date:,21 May 2021,2021,13
Start time:,12:35 ,2021,13
Avg. speed winner:,42.08 km/h,2021,13
Race category:,ME - Men Elite,2021,13
Distance:,198 km,2021,13
Points scale:,GT.B.Stage,2021,13
Parcours type:,p1,2021,13
ProfileScore:,0,2021,13
Vert. meters:,199,2021,13
Departure:,Ravenna,2021,13
Date:,21 May 2021,2021,13
Start time:,12:35 ,2021,13
Avg. speed winner:,42.08 km/h,2021,13
Race category:,ME - Men Elite,2021,13
Distance:,198 km,2021,13
Points scale:,GT.B.Stage,2021,13
Parcours type:,p1,2021,13
ProfileScore:,0,2021,13
Vert. meters:,199,2021,13
Departure:,Ravenna,2021,13
Arrival:,Verona,2021,13
Date:,21 May 2021,2021,13
Start time:,12:35 ,2021,13
Avg. speed winner:,42.08 km/h,2021,13
Race category:,ME - Men Elite,2021,13
Distance:,198 km,2021,13
Points scale:,GT.B.Stage,2021,13
Parcours type:,p1,2021,13
ProfileScore:,0,2021,13
Vert. meters:,199,2021,13
Departure:,Ravenna,2021,13
Arrival:,Verona,2021,13
Race ranking:,12,2021,13
Date:,21 May 2021,2021,13
Start time:,12:35 ,2021,13
Avg. speed winner:,42.08 km/h,2021,13
Race category:,ME - Men Elite,2021,13
Distance:,198 km,2021,13
Points scale:,GT.B.Stage,2021,13
Parcours type:,p1,2021,13
ProfileScore:,0,2021,13
Vert. meters:,199,2021,13
Departure:,Ravenna,2021,13
Arrival:,Verona,2021,13
Race ranking:,12,2021,13
Startlist quality score:,885,2021,13
Date:,21 May 2021,2021,13
Start time:,12:35 ,2021,13
Avg. speed winner:,42.08 km/h,2021,13
Race category:,ME - Men Elite,2021,13
Distance:,198 km,2021,13
Points scale:,GT.B.Stage,2021,13
Parcours type:,p1,2021,13
ProfileScore:,0,2021,13
Vert. meters:,199,2021,13
Departure:,Ravenna,2021,13
Arrival:,Verona,2021,13
Race ranking:,12,2021,13
Startlist quality score:,885,2021,13
Won how:,Sprint of large group,2021,13
Date:,22 May 2021,2021,14
Date:,22 May 2021,2021,14
Start time:,11:40 ,2021,14
Date:,22 May 2021,2021,14
Start time:,11:40 ,2021,14
Avg. speed winner:,38.756 km/h,2021,14
Date:,22 May 2021,2021,14
Start time:,11:40 ,2021,14
Avg. speed winner:,38.756 km/h,2021,14
Race category:,ME - Men Elite,2021,14
Date:,22 May 2021,2021,14
Start time:,11:40 ,2021,14
Avg. speed winner:,38.756 km/h,2021,14
Race category:,ME - Men Elite,2021,14
Distance:,205 km,2021,14
Date:,22 May 2021,2021,14
Start time:,11:40 ,2021,14
Avg. speed winner:,38.756 km/h,2021,14
Race category:,ME - Men Elite,2021,14
Distance:,205 km,2021,14
Points scale:,GT.B.Stage,2021,14
Date:,22 May 2021,2021,14
Start time:,11:40 ,2021,14
Avg. speed winner:,38.756 km/h,2021,14
Race category:,ME - Men Elite,2021,14
Distance:,205 km,2021,14
Points scale:,GT.B.Stage,2021,14
Parcours type:,p5,2021,14
Date:,22 May 2021,2021,14
Start time:,11:40 ,2021,14
Avg. speed winner:,38.756 km/h,2021,14
Race category:,ME - Men Elite,2021,14
Distance:,205 km,2021,14
Points scale:,GT.B.Stage,2021,14
Parcours type:,p5,2021,14
ProfileScore:,341,2021,14
Date:,22 May 2021,2021,14
Start time:,11:40 ,2021,14
Avg. speed winner:,38.756 km/h,2021,14
Race category:,ME - Men Elite,2021,14
Distance:,205 km,2021,14
Points scale:,GT.B.Stage,2021,14
Parcours type:,p5,2021,14
ProfileScore:,341,2021,14
Vert. meters:,3580,2021,14
Date:,22 May 2021,2021,14
Start time:,11:40 ,2021,14
Avg. speed winner:,38.756 km/h,2021,14
Race category:,ME - Men Elite,2021,14
Distance:,205 km,2021,14
Points scale:,GT.B.Stage,2021,14
Parcours type:,p5,2021,14
ProfileScore:,341,2021,14
Vert. meters:,3580,2021,14
Departure:,Cittadella,2021,14
Date:,22 May 2021,2021,14
Start time:,11:40 ,2021,14
Avg. speed winner:,38.756 km/h,2021,14
Race category:,ME - Men Elite,2021,14
Distance:,205 km,2021,14
Points scale:,GT.B.Stage,2021,14
Parcours type:,p5,2021,14
ProfileScore:,341,2021,14
Vert. meters:,3580,2021,14
Departure:,Cittadella,2021,14
Arrival:,Monte Zoncolan,2021,14
Date:,22 May 2021,2021,14
Start time:,11:40 ,2021,14
Avg. speed winner:,38.756 km/h,2021,14
Race category:,ME - Men Elite,2021,14
Distance:,205 km,2021,14
Points scale:,GT.B.Stage,2021,14
Parcours type:,p5,2021,14
ProfileScore:,341,2021,14
Vert. meters:,3580,2021,14
Departure:,Cittadella,2021,14
Arrival:,Monte Zoncolan,2021,14
Race ranking:,12,2021,14
Date:,22 May 2021,2021,14
Start time:,11:40 ,2021,14
Avg. speed winner:,38.756 km/h,2021,14
Race category:,ME - Men Elite,2021,14
Distance:,205 km,2021,14
Points scale:,GT.B.Stage,2021,14
Parcours type:,p5,2021,14
ProfileScore:,341,2021,14
Vert. meters:,3580,2021,14
Departure:,Cittadella,2021,14
Arrival:,Monte Zoncolan,2021,14
Race ranking:,12,2021,14
Startlist quality score:,885,2021,14
Date:,22 May 2021,2021,14
Start time:,11:40 ,2021,14
Avg. speed winner:,38.756 km/h,2021,14
Race category:,ME - Men Elite,2021,14
Distance:,205 km,2021,14
Points scale:,GT.B.Stage,2021,14
Parcours type:,p5,2021,14
ProfileScore:,341,2021,14
Vert. meters:,3580,2021,14
Departure:,Cittadella,2021,14
Arrival:,Monte Zoncolan,2021,14
Race ranking:,12,2021,14
Startlist quality score:,885,2021,14
Won how:,2.3 km solo,2021,14
Date:,23 May 2021,2021,15
Date:,23 May 2021,2021,15
Start time:,13:20 ,2021,15
Date:,23 May 2021,2021,15
Start time:,13:20 ,2021,15
Avg. speed winner:,42.937 km/h,2021,15
Date:,23 May 2021,2021,15
Start time:,13:20 ,2021,15
Avg. speed winner:,42.937 km/h,2021,15
Race category:,ME - Men Elite,2021,15
Date:,23 May 2021,2021,15
Start time:,13:20 ,2021,15
Avg. speed winner:,42.937 km/h,2021,15
Race category:,ME - Men Elite,2021,15
Distance:,147 km,2021,15
Date:,23 May 2021,2021,15
Start time:,13:20 ,2021,15
Avg. speed winner:,42.937 km/h,2021,15
Race category:,ME - Men Elite,2021,15
Distance:,147 km,2021,15
Points scale:,GT.B.Stage,2021,15
Date:,23 May 2021,2021,15
Start time:,13:20 ,2021,15
Avg. speed winner:,42.937 km/h,2021,15
Race category:,ME - Men Elite,2021,15
Distance:,147 km,2021,15
Points scale:,GT.B.Stage,2021,15
Parcours type:,p2,2021,15
Date:,23 May 2021,2021,15
Start time:,13:20 ,2021,15
Avg. speed winner:,42.937 km/h,2021,15
Race category:,ME - Men Elite,2021,15
Distance:,147 km,2021,15
Points scale:,GT.B.Stage,2021,15
Parcours type:,p2,2021,15
ProfileScore:,106,2021,15
Date:,23 May 2021,2021,15
Start time:,13:20 ,2021,15
Avg. speed winner:,42.937 km/h,2021,15
Race category:,ME - Men Elite,2021,15
Distance:,147 km,2021,15
Points scale:,GT.B.Stage,2021,15
Parcours type:,p2,2021,15
ProfileScore:,106,2021,15
Vert. meters:,1682,2021,15
Date:,23 May 2021,2021,15
Start time:,13:20 ,2021,15
Avg. speed winner:,42.937 km/h,2021,15
Race category:,ME - Men Elite,2021,15
Distance:,147 km,2021,15
Points scale:,GT.B.Stage,2021,15
Parcours type:,p2,2021,15
ProfileScore:,106,2021,15
Vert. meters:,1682,2021,15
Departure:,Grado,2021,15
Date:,23 May 2021,2021,15
Start time:,13:20 ,2021,15
Avg. speed winner:,42.937 km/h,2021,15
Race category:,ME - Men Elite,2021,15
Distance:,147 km,2021,15
Points scale:,GT.B.Stage,2021,15
Parcours type:,p2,2021,15
ProfileScore:,106,2021,15
Vert. meters:,1682,2021,15
Departure:,Grado,2021,15
Arrival:,Gorizia,2021,15
Date:,23 May 2021,2021,15
Start time:,13:20 ,2021,15
Avg. speed winner:,42.937 km/h,2021,15
Race category:,ME - Men Elite,2021,15
Distance:,147 km,2021,15
Points scale:,GT.B.Stage,2021,15
Parcours type:,p2,2021,15
ProfileScore:,106,2021,15
Vert. meters:,1682,2021,15
Departure:,Grado,2021,15
Arrival:,Gorizia,2021,15
Race ranking:,12,2021,15
Date:,23 May 2021,2021,15
Start time:,13:20 ,2021,15
Avg. speed winner:,42.937 km/h,2021,15
Race category:,ME - Men Elite,2021,15
Distance:,147 km,2021,15
Points scale:,GT.B.Stage,2021,15
Parcours type:,p2,2021,15
ProfileScore:,106,2021,15
Vert. meters:,1682,2021,15
Departure:,Grado,2021,15
Arrival:,Gorizia,2021,15
Race ranking:,12,2021,15
Startlist quality score:,885,2021,15
Date:,23 May 2021,2021,15
Start time:,13:20 ,2021,15
Avg. speed winner:,42.937 km/h,2021,15
Race category:,ME - Men Elite,2021,15
Distance:,147 km,2021,15
Points scale:,GT.B.Stage,2021,15
Parcours type:,p2,2021,15
ProfileScore:,106,2021,15
Vert. meters:,1682,2021,15
Departure:,Grado,2021,15
Arrival:,Gorizia,2021,15
Race ranking:,12,2021,15
Startlist quality score:,885,2021,15
Won how:,Sprint a deux,2021,15
Date:,24 May 2021,2021,16
Date:,24 May 2021,2021,16
Start time:,11:40 ,2021,16
Date:,24 May 2021,2021,16
Start time:,11:40 ,2021,16
Avg. speed winner:,34.947 km/h,2021,16
Date:,24 May 2021,2021,16
Start time:,11:40 ,2021,16
Avg. speed winner:,34.947 km/h,2021,16
Race category:,ME - Men Elite,2021,16
Date:,24 May 2021,2021,16
Start time:,11:40 ,2021,16
Avg. speed winner:,34.947 km/h,2021,16
Race category:,ME - Men Elite,2021,16
Distance:,153 km,2021,16
Date:,24 May 2021,2021,16
Start time:,11:40 ,2021,16
Avg. speed winner:,34.947 km/h,2021,16
Race category:,ME - Men Elite,2021,16
Distance:,153 km,2021,16
Points scale:,GT.B.Stage,2021,16
Date:,24 May 2021,2021,16
Start time:,11:40 ,2021,16
Avg. speed winner:,34.947 km/h,2021,16
Race category:,ME - Men Elite,2021,16
Distance:,153 km,2021,16
Points scale:,GT.B.Stage,2021,16
Parcours type:,p4,2021,16
Date:,24 May 2021,2021,16
Start time:,11:40 ,2021,16
Avg. speed winner:,34.947 km/h,2021,16
Race category:,ME - Men Elite,2021,16
Distance:,153 km,2021,16
Points scale:,GT.B.Stage,2021,16
Parcours type:,p4,2021,16
ProfileScore:,295,2021,16
Date:,24 May 2021,2021,16
Start time:,11:40 ,2021,16
Avg. speed winner:,34.947 km/h,2021,16
Race category:,ME - Men Elite,2021,16
Distance:,153 km,2021,16
Points scale:,GT.B.Stage,2021,16
Parcours type:,p4,2021,16
ProfileScore:,295,2021,16
Vert. meters:,3942,2021,16
Date:,24 May 2021,2021,16
Start time:,11:40 ,2021,16
Avg. speed winner:,34.947 km/h,2021,16
Race category:,ME - Men Elite,2021,16
Distance:,153 km,2021,16
Points scale:,GT.B.Stage,2021,16
Parcours type:,p4,2021,16
ProfileScore:,295,2021,16
Vert. meters:,3942,2021,16
Departure:,Sacile,2021,16
Date:,24 May 2021,2021,16
Start time:,11:40 ,2021,16
Avg. speed winner:,34.947 km/h,2021,16
Race category:,ME - Men Elite,2021,16
Distance:,153 km,2021,16
Points scale:,GT.B.Stage,2021,16
Parcours type:,p4,2021,16
ProfileScore:,295,2021,16
Vert. meters:,3942,2021,16
Departure:,Sacile,2021,16
Arrival:,Cortina d'Ampezzo,2021,16
Date:,24 May 2021,2021,16
Start time:,11:40 ,2021,16
Avg. speed winner:,34.947 km/h,2021,16
Race category:,ME - Men Elite,2021,16
Distance:,153 km,2021,16
Points scale:,GT.B.Stage,2021,16
Parcours type:,p4,2021,16
ProfileScore:,295,2021,16
Vert. meters:,3942,2021,16
Departure:,Sacile,2021,16
Arrival:,Cortina d'Ampezzo,2021,16
Race ranking:,12,2021,16
Date:,24 May 2021,2021,16
Start time:,11:40 ,2021,16
Avg. speed winner:,34.947 km/h,2021,16
Race category:,ME - Men Elite,2021,16
Distance:,153 km,2021,16
Points scale:,GT.B.Stage,2021,16
Parcours type:,p4,2021,16
ProfileScore:,295,2021,16
Vert. meters:,3942,2021,16
Departure:,Sacile,2021,16
Arrival:,Cortina d'Ampezzo,2021,16
Race ranking:,12,2021,16
Startlist quality score:,885,2021,16
Date:,24 May 2021,2021,16
Start time:,11:40 ,2021,16
Avg. speed winner:,34.947 km/h,2021,16
Race category:,ME - Men Elite,2021,16
Distance:,153 km,2021,16
Points scale:,GT.B.Stage,2021,16
Parcours type:,p4,2021,16
ProfileScore:,295,2021,16
Vert. meters:,3942,2021,16
Departure:,Sacile,2021,16
Arrival:,Cortina d'Ampezzo,2021,16
Race ranking:,12,2021,16
Startlist quality score:,885,2021,16
Won how:,21 km solo,2021,16
Date:,26 May 2021,2021,17
Date:,26 May 2021,2021,17
Start time:,12:10 ,2021,17
Date:,26 May 2021,2021,17
Start time:,12:10 ,2021,17
Avg. speed winner:,39.303 km/h,2021,17
Date:,26 May 2021,2021,17
Start time:,12:10 ,2021,17
Avg. speed winner:,39.303 km/h,2021,17
Race category:,ME - Men Elite,2021,17
Date:,26 May 2021,2021,17
Start time:,12:10 ,2021,17
Avg. speed winner:,39.303 km/h,2021,17
Race category:,ME - Men Elite,2021,17
Distance:,193 km,2021,17
Date:,26 May 2021,2021,17
Start time:,12:10 ,2021,17
Avg. speed winner:,39.303 km/h,2021,17
Race category:,ME - Men Elite,2021,17
Distance:,193 km,2021,17
Points scale:,GT.B.Stage,2021,17
Date:,26 May 2021,2021,17
Start time:,12:10 ,2021,17
Avg. speed winner:,39.303 km/h,2021,17
Race category:,ME - Men Elite,2021,17
Distance:,193 km,2021,17
Points scale:,GT.B.Stage,2021,17
Parcours type:,p5,2021,17
Date:,26 May 2021,2021,17
Start time:,12:10 ,2021,17
Avg. speed winner:,39.303 km/h,2021,17
Race category:,ME - Men Elite,2021,17
Distance:,193 km,2021,17
Points scale:,GT.B.Stage,2021,17
Parcours type:,p5,2021,17
ProfileScore:,408,2021,17
Date:,26 May 2021,2021,17
Start time:,12:10 ,2021,17
Avg. speed winner:,39.303 km/h,2021,17
Race category:,ME - Men Elite,2021,17
Distance:,193 km,2021,17
Points scale:,GT.B.Stage,2021,17
Parcours type:,p5,2021,17
ProfileScore:,408,2021,17
Vert. meters:,3703,2021,17
Date:,26 May 2021,2021,17
Start time:,12:10 ,2021,17
Avg. speed winner:,39.303 km/h,2021,17
Race category:,ME - Men Elite,2021,17
Distance:,193 km,2021,17
Points scale:,GT.B.Stage,2021,17
Parcours type:,p5,2021,17
ProfileScore:,408,2021,17
Vert. meters:,3703,2021,17
Departure:,Canazei,2021,17
Date:,26 May 2021,2021,17
Start time:,12:10 ,2021,17
Avg. speed winner:,39.303 km/h,2021,17
Race category:,ME - Men Elite,2021,17
Distance:,193 km,2021,17
Points scale:,GT.B.Stage,2021,17
Parcours type:,p5,2021,17
ProfileScore:,408,2021,17
Vert. meters:,3703,2021,17
Departure:,Canazei,2021,17
Arrival:,Sega di Ala,2021,17
Date:,26 May 2021,2021,17
Start time:,12:10 ,2021,17
Avg. speed winner:,39.303 km/h,2021,17
Race category:,ME - Men Elite,2021,17
Distance:,193 km,2021,17
Points scale:,GT.B.Stage,2021,17
Parcours type:,p5,2021,17
ProfileScore:,408,2021,17
Vert. meters:,3703,2021,17
Departure:,Canazei,2021,17
Arrival:,Sega di Ala,2021,17
Race ranking:,12,2021,17
Date:,26 May 2021,2021,17
Start time:,12:10 ,2021,17
Avg. speed winner:,39.303 km/h,2021,17
Race category:,ME - Men Elite,2021,17
Distance:,193 km,2021,17
Points scale:,GT.B.Stage,2021,17
Parcours type:,p5,2021,17
ProfileScore:,408,2021,17
Vert. meters:,3703,2021,17
Departure:,Canazei,2021,17
Arrival:,Sega di Ala,2021,17
Race ranking:,12,2021,17
Startlist quality score:,885,2021,17
Date:,26 May 2021,2021,17
Start time:,12:10 ,2021,17
Avg. speed winner:,39.303 km/h,2021,17
Race category:,ME - Men Elite,2021,17
Distance:,193 km,2021,17
Points scale:,GT.B.Stage,2021,17
Parcours type:,p5,2021,17
ProfileScore:,408,2021,17
Vert. meters:,3703,2021,17
Departure:,Canazei,2021,17
Arrival:,Sega di Ala,2021,17
Race ranking:,12,2021,17
Startlist quality score:,885,2021,17
Won how:,10 km solo,2021,17
Date:,27 May 2021,2021,18
Date:,27 May 2021,2021,18
Start time:,11:45 ,2021,18
Date:,27 May 2021,2021,18
Start time:,11:45 ,2021,18
Avg. speed winner:,44.04 km/h,2021,18
Date:,27 May 2021,2021,18
Start time:,11:45 ,2021,18
Avg. speed winner:,44.04 km/h,2021,18
Race category:,ME - Men Elite,2021,18
Date:,27 May 2021,2021,18
Start time:,11:45 ,2021,18
Avg. speed winner:,44.04 km/h,2021,18
Race category:,ME - Men Elite,2021,18
Distance:,231 km,2021,18
Date:,27 May 2021,2021,18
Start time:,11:45 ,2021,18
Avg. speed winner:,44.04 km/h,2021,18
Race category:,ME - Men Elite,2021,18
Distance:,231 km,2021,18
Points scale:,GT.B.Stage,2021,18
Date:,27 May 2021,2021,18
Start time:,11:45 ,2021,18
Avg. speed winner:,44.04 km/h,2021,18
Race category:,ME - Men Elite,2021,18
Distance:,231 km,2021,18
Points scale:,GT.B.Stage,2021,18
Parcours type:,p2,2021,18
Date:,27 May 2021,2021,18
Start time:,11:45 ,2021,18
Avg. speed winner:,44.04 km/h,2021,18
Race category:,ME - Men Elite,2021,18
Distance:,231 km,2021,18
Points scale:,GT.B.Stage,2021,18
Parcours type:,p2,2021,18
ProfileScore:,74,2021,18
Date:,27 May 2021,2021,18
Start time:,11:45 ,2021,18
Avg. speed winner:,44.04 km/h,2021,18
Race category:,ME - Men Elite,2021,18
Distance:,231 km,2021,18
Points scale:,GT.B.Stage,2021,18
Parcours type:,p2,2021,18
ProfileScore:,74,2021,18
Vert. meters:,1398,2021,18
Date:,27 May 2021,2021,18
Start time:,11:45 ,2021,18
Avg. speed winner:,44.04 km/h,2021,18
Race category:,ME - Men Elite,2021,18
Distance:,231 km,2021,18
Points scale:,GT.B.Stage,2021,18
Parcours type:,p2,2021,18
ProfileScore:,74,2021,18
Vert. meters:,1398,2021,18
Departure:,Rovereto,2021,18
Date:,27 May 2021,2021,18
Start time:,11:45 ,2021,18
Avg. speed winner:,44.04 km/h,2021,18
Race category:,ME - Men Elite,2021,18
Distance:,231 km,2021,18
Points scale:,GT.B.Stage,2021,18
Parcours type:,p2,2021,18
ProfileScore:,74,2021,18
Vert. meters:,1398,2021,18
Departure:,Rovereto,2021,18
Arrival:,Stradella,2021,18
Date:,27 May 2021,2021,18
Start time:,11:45 ,2021,18
Avg. speed winner:,44.04 km/h,2021,18
Race category:,ME - Men Elite,2021,18
Distance:,231 km,2021,18
Points scale:,GT.B.Stage,2021,18
Parcours type:,p2,2021,18
ProfileScore:,74,2021,18
Vert. meters:,1398,2021,18
Departure:,Rovereto,2021,18
Arrival:,Stradella,2021,18
Race ranking:,12,2021,18
Date:,27 May 2021,2021,18
Start time:,11:45 ,2021,18
Avg. speed winner:,44.04 km/h,2021,18
Race category:,ME - Men Elite,2021,18
Distance:,231 km,2021,18
Points scale:,GT.B.Stage,2021,18
Parcours type:,p2,2021,18
ProfileScore:,74,2021,18
Vert. meters:,1398,2021,18
Departure:,Rovereto,2021,18
Arrival:,Stradella,2021,18
Race ranking:,12,2021,18
Startlist quality score:,885,2021,18
Date:,27 May 2021,2021,18
Start time:,11:45 ,2021,18
Avg. speed winner:,44.04 km/h,2021,18
Race category:,ME - Men Elite,2021,18
