,rider,team,year,age,race,team_points,key,best-classic-riders,top-gc-riders,top-sprinters,top-time-trial-riders,profile_type,profile_score,profile_vert,scorito,target,strength,finished
896,Kuznetsov Viacheslav,Team Katusha Alpecin,2018,,,1595.0,Kuznetsov Viacheslav-2018,79.0,,78.2,,3.142857142857143,135.47619047619048,2437.4761904761904,64.0,54.0,47.0,0.1818181818181818
890,Senni Manuel,Bardiani - CSF,2018,,,1200.0,Senni Manuel-2018,45.0,,,34.0,3.142857142857143,135.47619047619048,2437.4761904761904,12.0,64.0,100.0,0.1818181818181818
887,Barbin Enrico,Bardiani - CSF,2018,,,1200.0,Barbin Enrico-2018,34.0,,195.9,,3.142857142857143,135.47619047619048,2437.4761904761904,75.0,30.0,100.0,0.1818181818181818
885,Maestri Mirco,Bardiani - CSF,2018,,,1200.0,Maestri Mirco-2018,14.0,52.0,42.0,,3.142857142857143,135.47619047619048,2437.4761904761904,22.0,56.0,100.0,0.1818181818181818
868,Plaza Rubén,Israel Cycling Academy,2018,,,1342.0,Plaza Rubén-2018,,,,13.0,3.142857142857143,135.47619047619048,2437.4761904761904,44.0,36.0,66.0,0.1818181818181818
865,Sbaragli Kristian,Israel Cycling Academy,2018,,,1342.0,Sbaragli Kristian-2018,76.0,30.0,172.0,,3.142857142857143,135.47619047619048,2437.4761904761904,78.0,26.0,66.0,0.1818181818181818
792,Brown Nathan,Team EF Education First-Drapac p/b Cannondale,2018,,,1784.0,Brown Nathan-2018,25.0,52.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,0.0,6.0,47.0,0.1818181818181818
791,Dombrowski Joe,Team EF Education First-Drapac p/b Cannondale,2018,,,1784.0,Dombrowski Joe-2018,,55.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,0.0,90.0,47.0,0.1818181818181818
762,Benedetti Cesare,BORA - hansgrohe,2018,,,2420.0,Benedetti Cesare-2018,34.0,39.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,30.0,170.0,51.0,0.1818181818181818
1100,Belletti Manuel,Androni Giocattoli - Sidermec,2019,,,2502.0,Belletti Manuel-2019,193.0,,802.0,46.0,2.9523809523809526,138.1904761904762,2478.0476190476193,154.0,164.0,92.0,0.1666666666666666
1116,Owsian Łukasz,CCC Team,2019,,,1152.0,Owsian Łukasz-2019,59.0,163.0,84.0,14.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,5.0,36.0,0.1666666666666666
1098,Cattaneo Mattia,Androni Giocattoli - Sidermec,2019,,,2502.0,Cattaneo Mattia-2019,148.0,27.0,,45.0,2.9523809523809526,138.1904761904762,2478.0476190476193,50.0,176.0,92.0,0.1666666666666666
1109,Zakarin Ilnur,Team Katusha Alpecin,2019,29.0,tour-de-france,1799.0,Zakarin Ilnur-2019,62.0,,,112.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,157.0,58.0,0.1666666666666666
1170,De Gendt Thomas,Lotto Soudal,2019,32.0,tour-de-france,2095.0,De Gendt Thomas-2019,,65.0,,94.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,112.0,57.0,0.1666666666666666
1069,Bidard François,AG2R La Mondiale,2019,,,1486.0,Bidard François-2019,23.0,77.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,0.0,75.0,36.0,0.1666666666666666
1190,Maestri Mirco,Bardiani - CSF,2019,,,446.0,Maestri Mirco-2019,26.0,28.0,121.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,22.0,56.0,66.0,0.1666666666666666
927,Durbridge Luke,Mitchelton-Scott,2019,28.0,tour-de-france,3354.0,Durbridge Luke-2019,38.0,51.0,,155.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,30.0,53.0,0.1666666666666666
935,Izagirre Ion,Astana Pro Team,2019,,,4562.0,Izagirre Ion-2019,241.0,719.0,72.8,279.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,118.0,53.0,0.1666666666666666
936,Bilbao Pello,Astana Pro Team,2019,29.0,tour-de-france,4562.0,Bilbao Pello-2019,17.0,375.0,67.0,105.0,2.9523809523809526,138.1904761904762,2478.0476190476193,308.0,282.0,53.0,0.1666666666666666
939,Hirt Jan,Astana Pro Team,2019,,,4562.0,Hirt Jan-2019,48.0,89.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,54.0,152.0,53.0,0.1666666666666666
949,Dumoulin Tom,Team Sunweb,2019,,,3763.0,Dumoulin Tom-2019,197.0,717.0,32.2,680.0,2.9523809523809526,138.1904761904762,2478.0476190476193,682.0,51.0,57.0,0.1666666666666666
1168,Kluge Roger,Lotto Soudal,2019,33.0,tour-de-france,2095.0,Kluge Roger-2019,10.0,80.0,,31.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,50.0,57.0,0.1666666666666666
1167,Santaromita Ivan,Nippo Vini Fantini Faizanè,2019,,,1298.0,Santaromita Ivan-2019,129.0,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,28.0,91.0,0.1666666666666666
970,Rojas José Joaquín,Movistar Team,2019,,,2153.0,Rojas José Joaquín-2019,123.0,22.0,73.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,,250.0,42.0,0.1666666666666666
981,Bole Grega,Bahrain Merida,2019,,,2657.0,Bole Grega-2019,116.0,31.0,113.2,30.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,0.0,45.0,0.1666666666666666
1187,Simion Paolo,Bardiani - CSF,2019,,,446.0,Simion Paolo-2019,51.0,40.0,312.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,108.0,66.0,66.0,0.1666666666666666
1162,Canola Marco,Nippo Vini Fantini Faizanè,2019,,,1298.0,Canola Marco-2019,325.0,97.0,338.5,50.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,100.0,91.0,0.1666666666666666
997,Poljański Paweł,BORA - hansgrohe,2019,,,3674.0,Poljański Paweł-2019,26.0,,,10.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,120.0,42.0,0.1666666666666666
912,Martens Paul,Team Jumbo-Visma,2019,,,3398.0,Martens Paul-2019,57.0,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,82.0,47.0,0.1666666666666666
1038,Mollema Bauke,Trek - Segafredo,2019,32.0,tour-de-france,2435.0,Mollema Bauke-2019,474.0,400.0,131.0,114.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,346.0,55.0,0.1666666666666666
1040,Ciccone Giulio,Trek - Segafredo,2019,24.0,tour-de-france,2435.0,Ciccone Giulio-2019,146.0,155.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,162.0,433.0,55.0,0.1666666666666666
1051,Jungels Bob,Deceuninck - Quick Step,2019,,,4138.0,Jungels Bob-2019,365.0,380.0,,296.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,80.0,53.0,0.1666666666666666
1080,Carthy Hugh,EF Education First,2019,,,1626.0,Carthy Hugh-2019,37.0,296.0,,80.0,2.9523809523809526,138.1904761904762,2478.0476190476193,0.0,257.0,36.0,0.1666666666666666
1273,Nibali Antonio,Trek - Segafredo,2020,,,1339.0,Nibali Antonio-2020,,33.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,10.0,0.0,38.0,0.1538461538461538
1193,López Miguel Ángel,Astana Pro Team,2020,26.0,tour-de-france,2840.0,López Miguel Ángel-2020,,742.0,,169.0,2.8095238095238093,151.0952380952381,2630.904761904762,521.0,544.0,68.0,0.1538461538461538
1299,Masnada Fausto,Deceuninck - Quick Step,2020,,,1415.0,Masnada Fausto-2020,89.0,264.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,20.0,291.0,36.0,0.1538461538461538
1210,Bouwman Koen,Team Jumbo-Visma,2020,,,742.0,Bouwman Koen-2020,20.0,94.0,,48.0,2.8095238095238093,151.0952380952381,2630.904761904762,10.0,98.0,28.0,0.1538461538461538
1330,Hamilton Chris,Team Sunweb,2020,,,1708.0,Hamilton Chris-2020,24.0,241.0,26.0,,2.8095238095238093,151.0952380952381,2630.904761904762,24.0,34.0,51.0,0.1538461538461538
1406,Vendrame Andrea,AG2R La Mondiale,2020,,,735.0,Vendrame Andrea-2020,398.0,113.0,218.5,,2.8095238095238093,151.0952380952381,2630.904761904762,25.0,98.0,34.0,0.1538461538461538
1471,Rota Lorenzo,Vini Zabù - KTM,2020,,,581.0,Rota Lorenzo-2020,62.0,63.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,30.0,74.0,0.1538461538461538
1451,Pedrero Antonio,Movistar Team,2020,,,365.0,Pedrero Antonio-2020,29.0,130.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,58.0,158.0,38.0,0.1538461538461538
1346,Yates Simon,Mitchelton-Scott,2020,,,1737.0,Yates Simon-2020,,255.0,37.0,302.0,2.8095238095238093,151.0952380952381,2630.904761904762,893.0,313.0,57.0,0.1538461538461538
1334,Denz Nico,Team Sunweb,2020,,,1708.0,Denz Nico-2020,51.0,46.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,54.0,48.0,51.0,0.1538461538461538
1728,Kluge Roger,Lotto Soudal,2021,35.0,tour-de-france,1522.0,Kluge Roger-2021,32.0,35.0,56.0,,2.8095238095238093,153.8095238095238,2261.7619047619046,,50.0,53.0,0.1428571428571428
1682,Campenaerts Victor,Team Qhubeka NextHash,2021,29.0,tour-de-france,,Campenaerts Victor-2021,,28.0,,493.0,2.8095238095238093,153.8095238095238,2261.7619047619046,86.0,110.0,,0.1428571428571428
1708,Warbasse Larry,AG2R Citroën Team,2021,,,1038.0,Warbasse Larry-2021,22.0,120.0,,8.0,2.8095238095238093,153.8095238095238,2261.7619047619046,,28.0,38.0,0.1428571428571428
1753,Consonni Simone,Cofidis,2021,,,937.0,Consonni Simone-2021,21.0,50.0,82.0,,2.8095238095238093,153.8095238095238,2261.7619047619046,,172.0,45.0,0.1428571428571428
1787,Carboni Giovanni,Bardiani-CSF-Faizanè,2021,,,644.0,Carboni Giovanni-2021,10.0,26.0,,,2.8095238095238093,153.8095238095238,2261.7619047619046,,146.0,89.0,0.1428571428571428
1795,Neilands Krists,Israel Start-Up Nation,2021,,,1405.0,Neilands Krists-2021,38.0,30.0,15.2,,2.8095238095238093,153.8095238095238,2261.7619047619046,0.0,32.0,47.0,0.1428571428571428
1798,Cimolai Davide,Israel Start-Up Nation,2021,,,1405.0,Cimolai Davide-2021,19.0,20.0,146.0,,2.8095238095238093,153.8095238095238,2261.7619047619046,,217.0,47.0,0.1428571428571428
1681,Campenaerts Victor,Team Qhubeka ASSOS,2021,,,1654.0,Campenaerts Victor-2021,,28.0,,493.0,2.8095238095238093,153.8095238095238,2261.7619047619046,86.0,110.0,75.0,0.1428571428571428
1635,Bouwman Koen,Team Jumbo-Visma,2021,,,1045.0,Bouwman Koen-2021,5.0,31.0,,,2.8095238095238093,153.8095238095238,2261.7619047619046,10.0,98.0,32.0,0.1428571428571428
1620,Caicedo Jonathan Klever,EF Education - Nippo,2021,,,1601.0,Caicedo Jonathan Klever-2021,20.0,75.0,,,2.8095238095238093,153.8095238095238,2261.7619047619046,,6.0,66.0,0.1428571428571428
1608,Ghebreigzabhier Amanuel,Trek - Segafredo,2021,,,2367.0,Ghebreigzabhier Amanuel-2021,37.0,25.0,,,2.8095238095238093,153.8095238095238,2261.7619047619046,,8.0,70.0,0.1428571428571428
1557,Hindley Jai,Team DSM,2021,,,1652.0,Hindley Jai-2021,8.0,516.0,18.0,,2.8095238095238093,153.8095238095238,2261.7619047619046,,16.0,58.0,0.1428571428571428
1530,Yates Simon,Team BikeExchange,2021,28.0,tour-de-france,1263.0,Yates Simon-2021,40.0,528.0,,38.0,2.8095238095238093,153.8095238095238,2261.7619047619046,893.0,313.0,40.0,0.1428571428571428
1506,Honoré Mikkel Frølich,Deceuninck - Quick Step,2021,,,3038.0,Honoré Mikkel Frølich-2021,61.0,20.0,55.8,12.0,2.8095238095238093,153.8095238095238,2261.7619047619046,,0.0,43.0,0.1428571428571428
658,Dumoulin Tom,Team Sunweb,2018,27.0,tour-de-france,2736.0,Dumoulin Tom-2018,235.0,669.0,,716.0,3.142857142857143,135.47619047619048,2437.4761904761904,682.0,51.0,47.0,0.0909090909090909
706,Bilbao Pello,Astana Pro Team,2018,,,3870.0,Bilbao Pello-2018,33.0,187.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,308.0,282.0,58.0,0.0909090909090909
705,Hirt Jan,Astana Pro Team,2018,,,3870.0,Hirt Jan-2018,24.0,232.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,54.0,152.0,58.0,0.0909090909090909
886,Simion Paolo,Bardiani - CSF,2018,,,1200.0,Simion Paolo-2018,,23.0,141.0,,3.142857142857143,135.47619047619048,2437.4761904761904,108.0,66.0,100.0,0.0909090909090909
884,Ciccone Giulio,Bardiani - CSF,2018,,,1200.0,Ciccone Giulio-2018,58.0,144.0,,46.0,3.142857142857143,135.47619047619048,2437.4761904761904,162.0,433.0,100.0,0.0909090909090909
859,Belletti Manuel,Androni Giocattoli - Sidermec,2018,,,1751.0,Belletti Manuel-2018,160.0,,292.0,,3.142857142857143,135.47619047619048,2437.4761904761904,154.0,164.0,92.0,0.0909090909090909
854,Cattaneo Mattia,Androni Giocattoli - Sidermec,2018,,,1751.0,Cattaneo Mattia-2018,221.0,183.0,112.0,69.0,3.142857142857143,135.47619047619048,2437.4761904761904,50.0,176.0,92.0,0.0909090909090909
843,Bidard François,AG2R La Mondiale,2018,,,1459.0,Bidard François-2018,,47.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,0.0,75.0,28.0,0.0909090909090909
790,Carthy Hugh,Team EF Education First-Drapac p/b Cannondale,2018,,,1784.0,Carthy Hugh-2018,,142.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,0.0,257.0,47.0,0.0909090909090909
598,Sbaragli Kristian,Team Dimension Data,2017,,,2158.0,Sbaragli Kristian-2017,186.0,50.0,355.2,,2.9523809523809526,134.28571428571428,2570.6190476190477,78.0,26.0,51.0,0.0909090909090909
363,Conti Valerio,UAE Team Emirates,2017,,,2871.0,Conti Valerio-2017,,65.0,32.4,64.0,2.9523809523809526,134.28571428571428,2570.6190476190477,95.0,252.0,56.0,0.0909090909090909
377,Mollema Bauke,Trek - Segafredo,2017,30.0,tour-de-france,2941.0,Mollema Bauke-2017,432.0,498.0,96.0,217.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,346.0,44.0,0.0909090909090909
367,Marcato Marco,UAE Team Emirates,2017,33.0,tour-de-france,2871.0,Marcato Marco-2017,184.0,,252.4,46.0,2.9523809523809526,134.28571428571428,2570.6190476190477,46.0,118.0,56.0,0.0909090909090909
424,Jungels Bob,Quick-Step Floors,2017,,,3229.0,Jungels Bob-2017,39.0,430.0,120.8,443.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,80.0,30.0,0.0909090909090909
304,Rojas José Joaquín,Movistar Team,2017,,,3999.0,Rojas José Joaquín-2017,44.0,56.0,152.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,,250.0,54.0,0.0909090909090909
414,Plaza Rubén,ORICA-Scott,2017,,,3035.0,Plaza Rubén-2017,,,,20.0,2.9523809523809526,134.28571428571428,2570.6190476190477,44.0,36.0,46.0,0.0909090909090909
547,Barbin Enrico,Bardiani - CSF,2017,,,962.0,Barbin Enrico-2017,47.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,75.0,30.0,86.0,0.0909090909090909
585,Owsian Łukasz,CCC Sprandi Polkowice ,2017,,,1033.0,Owsian Łukasz-2017,36.0,18.0,70.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,,5.0,,0.0909090909090909
567,Benedetti Cesare,BORA - hansgrohe,2017,,,1791.0,Benedetti Cesare-2017,44.0,55.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,30.0,170.0,42.0,0.0909090909090909
542,Maestri Mirco,Bardiani - CSF,2017,,,962.0,Maestri Mirco-2017,,50.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,22.0,56.0,86.0,0.0909090909090909
528,Zakarin Ilnur,Team Katusha Alpecin,2017,,,1844.0,Zakarin Ilnur-2017,150.0,,50.2,156.0,2.9523809523809526,134.28571428571428,2570.6190476190477,,157.0,42.0,0.0909090909090909
527,Kuznetsov Viacheslav,Team Katusha Alpecin,2017,,,1844.0,Kuznetsov Viacheslav-2017,162.0,,170.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,64.0,54.0,42.0,0.0909090909090909
496,Dombrowski Joe,Cannondale-Drapac Pro Cycling Team,2017,,,2419.0,Dombrowski Joe-2017,,109.0,,70.0,2.9523809523809526,134.28571428571428,2570.6190476190477,0.0,90.0,51.0,0.0909090909090909
495,Villella Davide,Cannondale-Drapac Pro Cycling Team,2017,,,2419.0,Villella Davide-2017,266.0,115.0,,22.0,2.9523809523809526,134.28571428571428,2570.6190476190477,54.0,102.0,51.0,0.0909090909090909
481,Senni Manuel,BMC Racing Team,2017,,,3840.0,Senni Manuel-2017,10.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,12.0,64.0,56.0,0.0909090909090909
1096,Vendrame Andrea,Androni Giocattoli - Sidermec,2019,,,2502.0,Vendrame Andrea-2019,88.0,51.0,145.4,38.0,2.9523809523809526,138.1904761904762,2478.0476190476193,25.0,98.0,92.0,0.0833333333333333
934,López Miguel Ángel,Astana Pro Team,2019,,,4562.0,López Miguel Ángel-2019,92.0,946.0,49.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,521.0,544.0,53.0,0.0833333333333333
950,Oomen Sam,Team Sunweb,2019,,,3763.0,Oomen Sam-2019,144.0,458.0,,17.0,2.9523809523809526,138.1904761904762,2478.0476190476193,240.0,40.0,57.0,0.0833333333333333
1148,Le Gac Olivier,Groupama - FDJ,2019,,,2421.0,Le Gac Olivier-2019,115.0,73.0,87.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,,74.0,55.0,0.0833333333333333
951,Hamilton Chris,Team Sunweb,2019,,,3763.0,Hamilton Chris-2019,24.0,121.0,,19.0,2.9523809523809526,138.1904761904762,2478.0476190476193,24.0,34.0,57.0,0.0833333333333333
1136,Renshaw Mark,Team Dimension Data,2019,,,1705.0,Renshaw Mark-2019,,,41.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,,0.0,57.0,0.0833333333333333
1133,Gibbons Ryan,Team Dimension Data,2019,,,1705.0,Gibbons Ryan-2019,,45.0,144.2,25.0,2.9523809523809526,138.1904761904762,2478.0476190476193,118.0,110.0,57.0,0.0833333333333333
1095,Masnada Fausto,Androni Giocattoli - Sidermec,2019,,,2502.0,Masnada Fausto-2019,75.0,252.0,,14.0,2.9523809523809526,138.1904761904762,2478.0476190476193,20.0,291.0,92.0,0.0833333333333333
1087,Breschel Matti,EF Education First,2019,,,1626.0,Breschel Matti-2019,115.0,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,6.0,36.0,0.0833333333333333
965,Carapaz Richard,Movistar Team,2019,,,2153.0,Carapaz Richard-2019,43.0,565.0,60.0,23.0,2.9523809523809526,138.1904761904762,2478.0476190476193,582.0,694.0,42.0,0.0833333333333333
1071,Denz Nico,AG2R La Mondiale,2019,,,1486.0,Denz Nico-2019,171.0,35.0,107.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,54.0,48.0,36.0,0.0833333333333333
967,Sütterlin Jasha,Movistar Team,2019,,,2153.0,Sütterlin Jasha-2019,12.0,102.0,43.0,69.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,108.0,42.0,0.0833333333333333
968,Pedrero Antonio,Movistar Team,2019,,,2153.0,Pedrero Antonio-2019,48.0,51.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,58.0,158.0,42.0,0.0833333333333333
982,Nibali Antonio,Bahrain Merida,2019,,,2657.0,Nibali Antonio-2019,18.0,29.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,10.0,0.0,45.0,0.0833333333333333
1067,Vuillermoz Alexis,AG2R La Mondiale,2019,31.0,tour-de-france,1486.0,Vuillermoz Alexis-2019,160.0,220.0,95.2,,2.9523809523809526,138.1904761904762,2478.0476190476193,,46.0,36.0,0.0833333333333333
983,Koren Kristijan,Bahrain Merida,2019,,,2657.0,Koren Kristijan-2019,26.0,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,0.0,45.0,0.0833333333333333
1055,Sénéchal Florian,Deceuninck - Quick Step,2019,,,4138.0,Sénéchal Florian-2019,356.0,25.0,289.6,,2.9523809523809526,138.1904761904762,2478.0476190476193,239.0,80.0,53.0,0.0833333333333333
921,Yates Simon,Mitchelton-Scott,2019,26.0,tour-de-france,3354.0,Yates Simon-2019,55.0,988.0,89.0,170.0,2.9523809523809526,138.1904761904762,2478.0476190476193,893.0,313.0,53.0,0.0833333333333333
926,Bauer Jack,Mitchelton-Scott,2019,,,3354.0,Bauer Jack-2019,31.0,52.0,,136.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,16.0,53.0,0.0833333333333333
1012,Gaviria Fernando,UAE Team Emirates,2019,,,3489.0,Gaviria Fernando-2019,12.0,,816.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,,234.0,57.0,0.0833333333333333
1175,Vanendert Jelle,Lotto Soudal,2019,,,2095.0,Vanendert Jelle-2019,245.0,,41.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,,20.0,57.0,0.0833333333333333
1182,Neilands Krists,Israel Cycling Academy,2019,,,1292.0,Neilands Krists-2019,190.0,41.0,,16.0,2.9523809523809526,138.1904761904762,2478.0476190476193,0.0,32.0,58.0,0.0833333333333333
909,Bouwman Koen,Team Jumbo-Visma,2019,,,3398.0,Bouwman Koen-2019,36.0,96.0,,67.0,2.9523809523809526,138.1904761904762,2478.0476190476193,10.0,98.0,47.0,0.0833333333333333
1180,Boivin Guillaume,Israel Cycling Academy,2019,,,1292.0,Boivin Guillaume-2019,220.0,61.0,221.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,44.0,16.0,58.0,0.0833333333333333
906,Roglič Primož,Team Jumbo-Visma,2019,,,3398.0,Roglič Primož-2019,83.0,1020.0,,492.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,594.0,47.0,0.0833333333333333
910,De Plus Laurens,Team Jumbo-Visma,2019,23.0,tour-de-france,3398.0,De Plus Laurens-2019,,84.0,,97.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,96.0,47.0,0.0833333333333333
1189,Rota Lorenzo,Bardiani - CSF,2019,,,446.0,Rota Lorenzo-2019,,36.0,70.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,,30.0,66.0,0.0833333333333333
1493,Carboni Giovanni,Bardiani-CSF-Faizanè,2020,,,177.0,Carboni Giovanni-2020,34.0,48.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,146.0,64.0,0.0769230769230769
1242,Gaviria Fernando,UAE Team Emirates,2020,,,1982.0,Gaviria Fernando-2020,266.0,36.0,818.8,34.0,2.8095238095238093,151.0952380952381,2630.904761904762,,234.0,53.0,0.0769230769230769
1366,Bennett Sean,EF Pro Cycling,2020,,,736.0,Bennett Sean-2020,,28.0,32.6,,2.8095238095238093,151.0952380952381,2630.904761904762,,86.0,30.0,0.0769230769230769
1364,Caicedo Jonathan Klever,EF Pro Cycling,2020,,,736.0,Caicedo Jonathan Klever-2020,28.0,61.0,,30.0,2.8095238095238093,151.0952380952381,2630.904761904762,,6.0,30.0,0.0769230769230769
1257,Narváez Jhonatan,INEOS Grenadiers,2020,,,1676.0,Narváez Jhonatan-2020,36.0,69.0,85.0,,2.8095238095238093,151.0952380952381,2630.904761904762,,18.0,47.0,0.0769230769230769
1208,Tolhoek Antwan,Team Jumbo-Visma,2020,,,742.0,Tolhoek Antwan-2020,10.0,211.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,76.0,28.0,0.0769230769230769
1270,Conci Nicola,Trek - Segafredo,2020,,,1339.0,Conci Nicola-2020,18.0,98.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,123.0,38.0,0.0769230769230769
1286,Ghebreigzabhier Amanuel,NTT Pro Cycling,2020,,,466.0,Ghebreigzabhier Amanuel-2020,27.0,108.0,,49.0,2.8095238095238093,151.0952380952381,2630.904761904762,,8.0,36.0,0.0769230769230769
1344,Hamilton Lucas,Mitchelton-Scott,2020,,,1737.0,Hamilton Lucas-2020,24.0,303.0,42.0,12.0,2.8095238095238093,151.0952380952381,2630.904761904762,,64.0,57.0,0.0769230769230769
1331,Oomen Sam,Team Sunweb,2020,,,1708.0,Oomen Sam-2020,14.0,150.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,240.0,40.0,51.0,0.0769230769230769
